"x","y","z","chr","coord","randX","randY","randZ"
3.457,-26.486,-1.425,"chr f",100000,8.675515642942045,-0.07896977766847968,-2.7846317964747698
4.017,-25.432,-1.178,"chr f",200000,-4.609550636321863,9.383119359502786,-15.145519585466287
3.623,-24.693,-0.941,"chr f",300000,3.9923483764060776,0.11017511274889813,-12.764689529340746
4.363,-23.994,-1.056,"chr f",400000,14.52278817130555,-4.082947274661347,7.091347223457717
4.186,-23.889,-2.357,"chr f",500000,16.77917785639265,-2.091880804500576,-0.2741218896029878
5.032,-23.516,-4.612,"chr f",600000,9.589729827127016,11.190669926565619,4.866595615468956
4.796,-23.882,-4.006,"chr f",700000,14.063674481350915,1.669676586225389,14.270169140079986
5.086,-23.336,-2.764,"chr f",800000,13.722250873220922,-11.373564579923423,0.11794108396431469
5.005,-23.386,-2.671,"chr f",900000,-17.185312903460712,-4.491171529031357,1.6024086276775762
4.432,-23.635,-2.128,"chr f",1000000,5.5291105788585995,10.122261635759898,3.218557354519209
3.672,-23.621,-3.066,"chr f",1100000,-16.074321707104477,-3.9821345505587473,-1.6674280558883723
3.422,-23.849,-3.171,"chr f",1200000,1.9681028201491841,-0.3950170857338229,6.026832338952282
4.226,-24.226,-3.947,"chr f",1300000,-19.797371376396296,-7.179443416766066,7.033915435274707
5.239,-24.178,-3.392,"chr f",1400000,-7.061395342630888,-0.3219151841440251,14.680326757248743
6.291,-24.505,-2.488,"chr f",1500000,-4.638803188125134,18.13909327573768,5.800472256086245
5.378,-25.151,-2.591,"chr f",1600000,-17.38143662995936,5.677235154887718,-16.628767350595158
4.506,-25.205,-2.454,"chr f",1700000,12.090828395675494,-13.018477388890663,-18.433836657055124
4.469,-25.189,-2.509,"chr f",1800000,-15.977272272724417,2.1900582676734217,-7.75810017771278
5.243,-25.076,-3.247,"chr f",1900000,-1.053190649837255,-4.994226179636714,-11.333942514645718
4.648,-25.727,-3.765,"chr f",2000000,-14.29363447190486,14.186202197734929,1.9893895728415174
5.293,-25.689,-3.918,"chr f",2100000,-12.713118165020113,1.0582233901704612,9.693692645960326
5.439,-24.938,-4.754,"chr f",2200000,-9.678745429383998,-11.084891770827738,14.143337439461703
6.451,-24.575,-4.262,"chr f",2300000,5.004560289236565,-0.060668428246763995,2.3297241241371296
7.409,-24.666,-3.92,"chr f",2400000,-15.552452642738587,-3.9559522629718344,9.75402615097305
6.795,-24.017,-3.186,"chr f",2500000,-13.11481128851228,7.640954858455423,-6.942587252467112
7.153,-25.099,-3.201,"chr f",2600000,18.079403502423737,3.00544766719781,-18.198004801110006
7.75,-24.983,-3.676,"chr f",2700000,-15.26248676653398,-18.848025033525705,-9.200326169215929
6.865,-25.781,-3.839,"chr f",2800000,15.802105742145585,-4.895009440892668,2.410489960340662
6.145,-26.023,-4.581,"chr f",2900000,-15.653853009843024,16.53227287620217,-3.6251780767585444
6.427,-24.014,-4.43,"chr f",3000000,18.487194419860614,5.294277734683671,-8.171339241903691
6.574,-23.655,-3.088,"chr f",3100000,0.9188843940575637,-12.258174492411488,-4.564406753758096
6.777,-24.751,-2.653,"chr f",3200000,-16.599912290774714,-17.317118440192885,-11.62815292237736
5.659,-25.125,-2.023,"chr f",3300000,19.007875800496812,16.69615872055816,9.733905578713653
5.948,-26.259,-2.081,"chr f",3400000,1.4923588215843182,-4.007541095471563,15.80613825462872
6.948,-26.442,-1.865,"chr f",3500000,12.942956625899875,18.421782645028827,7.9950401527054
6.323,-26.943,-0.747,"chr f",3600000,17.273312641195936,3.8531781561336764,10.292633232879773
5.428,-26.631,-0.687,"chr f",3700000,18.537172725489526,-3.9696686284896643,6.631577741541847
4.764,-26.673,-0.731,"chr f",3800000,-10.12101374535639,13.944344312649413,6.757425014342054
3.69,-26.655,0.122,"chr f",3900000,3.0671672986158747,17.736227467614334,-9.961844448717766
3.421,-26.311,0.262,"chr f",4000000,-16.028684796259757,-6.3643305657475935,-19.335104392075074
4.257,-25.561,0.441,"chr f",4100000,-9.573690326865428,-16.0673048885805,-8.501259556419875
3.708,-25.115,1.036,"chr f",4200000,-4.8427266759883825,-5.05458407531826,12.070741449667459
4.545,-26.252,1.548,"chr f",4300000,-5.007770172590185,5.925092266989886,-5.345910663829381
4.943,-26.094,2.115,"chr f",4400000,-8.972045983410194,-13.605075652539353,5.852047681430868
4.194,-25.271,1.737,"chr f",4500000,-4.9160551866484425,14.705433582445679,-14.488931319992751
5.196,-24.34,0.537,"chr f",4600000,-19.71149642065107,10.48218728917455,-0.17782447455246597
6.261,-24.164,0.252,"chr f",4700000,17.728411586581217,-19.219392332463812,-1.430667188978184
6.963,-23.883,0.158,"chr f",4800000,13.204466883335975,18.35875447829669,5.1755217173509465
7.657,-24.029,0.552,"chr f",4900000,-19.072699316803554,-3.331473905575045,-15.538127034127541
6.667,-23.467,-0.184,"chr f",5000000,-15.35922618918184,-14.941868834592249,19.35585605094745
6.327,-23.612,-1.292,"chr f",5100000,-0.22204410515833928,12.428220393263992,-2.6051211082516588
6.964,-23.14,-1.549,"chr f",5200000,18.371728324379873,3.2391749049377054,-18.854388284992908
7.175,-22.647,-1.443,"chr f",5300000,-13.16748807314854,1.6383230617923026,-2.164581237699572
7.749,-23.727,-1.355,"chr f",5400000,-2.7126511926046994,3.5031712190796647,-11.842513309746842
7.792,-24.53,-1.305,"chr f",5500000,-5.422061999942503,-13.417001786257483,3.901601263155854
7.41,-25.209,-0.901,"chr f",5600000,-17.068591021764412,5.9272165615868,-13.115813679907058
6.393,-25.469,-0.956,"chr f",5700000,4.535962379552885,-11.982252880603518,9.996407489452164
6.519,-25.766,-0.955,"chr f",5800000,-15.068999733412284,-15.657783937399635,13.853016712699706
5.923,-25.094,-0.905,"chr f",5900000,9.981562085634138,-1.8946724647048718,-11.286409713330796
5.957,-24.21,-0.753,"chr f",6000000,-8.817952327607843,-19.306177802528417,16.20054436349723
6.678,-25.311,-0.289,"chr f",6100000,-16.02227609460374,-16.986378651328216,-1.7621470853925345
7.59,-24.89,-0.893,"chr f",6200000,13.544523820674272,6.6449202640681015,0.705868140342627
7.868,-24.217,-2.184,"chr f",6300000,7.922716656898615,-18.58630913048271,15.795451383270859
8.274,-23.832,-1.889,"chr f",6400000,10.139320552627076,0.8180338976872967,1.853738213171514
9.325,-23.317,-1.969,"chr f",6500000,4.869844417963506,19.44203659949467,2.6887136421677447
9.693,-24.319,-2.106,"chr f",6600000,-7.401122291307928,6.238458382274821,-1.8270961413850664
10.052,-23.88,-1.612,"chr f",6700000,0.48652872892972,3.5231523145779917,6.245310058378422
10.835,-23.396,-2.056,"chr f",6800000,-1.3076102326837677,10.717206918922827,-1.1595495881736042
10.95,-22.428,-2.131,"chr f",6900000,18.788753232839554,17.513261039377646,-1.308353743573882
11.284,-21.773,-2.937,"chr f",7000000,-18.0694621647377,9.345265531314983,-9.21367263454622
11.713,-21.361,-2.352,"chr f",7100000,14.344168061254138,9.797208403445271,18.905659951492254
12.014,-20.932,-1.464,"chr f",7200000,-16.25983604707903,7.232686004587254,6.780132851883714
12.328,-21.875,-1.323,"chr f",7300000,-7.462144981570118,-5.346860762533709,-12.917834447993414
13.435,-22.43,-1.203,"chr f",7400000,-10.086040169155961,11.568163115851704,6.282286109277383
13.042,-22.452,0.017,"chr f",7500000,16.296476435712748,8.757776502692558,-0.21330411800422056
13.191,-23.59,-0.176,"chr f",7600000,0.4582697193732983,9.117441100081386,-5.2797266409835295
12.395,-23.543,-1.11,"chr f",7700000,6.368781606710442,17.479247361462626,-7.927682448648303
11.953,-23.963,-0.461,"chr f",7800000,-15.758967220224132,-11.630655935788079,-18.160999560557563
11.52,-23.028,-0.219,"chr f",7900000,-6.142258195956067,0.5630182528688863,-12.600032435059543
10.627,-22.48,-0.677,"chr f",8000000,-2.046144094140434,-6.859614368612155,-8.252959347602173
10.745,-22.352,0.386,"chr f",8100000,-9.91267280199252,3.862336650850068,7.988524281681695
10.138,-22.103,0.738,"chr f",8200000,-12.182906209161768,15.11260975742352,-6.406230941333501
11.525,-22.506,1.719,"chr f",8300000,-14.828892637964636,5.331716360037603,-9.914520549722482
12.148,-21.619,2.418,"chr f",8400000,17.602086111057766,11.121075924114269,-16.592877982646733
11.527,-22.22,1.587,"chr f",8500000,-3.6935052203865446,6.001205038184718,16.72818586998399
11.363,-23.219,1.31,"chr f",8600000,-7.770241720570926,9.589299681966189,-11.409089566961015
10.119,-23.385,1.046,"chr f",8700000,18.23626588798392,12.836546878231367,-12.839165259331606
8.674,-23.212,0.863,"chr f",8800000,9.82506683156966,-5.194289310952733,-17.992782364659426
9.096,-23.017,-0.422,"chr f",8900000,-2.171901956996102,-4.3540721618899525,1.898035100218575
9.207,-24.321,-0.201,"chr f",9000000,16.72100554581891,9.873638715135012,13.735043828266598
9.687,-23.71,0.549,"chr f",9100000,0.7599125185248887,-10.629616133390698,-16.291215845366317
10.274,-24.402,0.161,"chr f",9200000,-6.648493487887661,-11.657903783123299,-19.101670155582955
10.2,-23.552,-0.707,"chr f",9300000,18.974811508090802,-11.005415094020737,0.4791311859626717
9.009,-23.011,-0.318,"chr f",9400000,-7.6544096988450505,4.7534982705737505,7.1974328037003765
8.821,-22.268,-0.488,"chr f",9500000,8.68543315487386,-1.6526015946446009,-19.91735841850965
7.565,-21.976,-0.583,"chr f",9600000,-3.5261185778997337,-5.958104344708328,7.110637245970338
7.546,-22.682,0.214,"chr f",9700000,-16.781797366511242,16.993931234004002,-6.186885953229897
6.575,-22.986,0.989,"chr f",9800000,-4.844321041686751,7.431349525530109,-3.1316393829418523
6.501,-23.48,1.774,"chr f",9900000,4.736840509619352,3.9682122946557143,16.089437301582436
6.35,-24.059,2.125,"chr f",0,1.8803984735943118,-11.542279087273064,-11.074682305488292
5.166,-24.264,1.995,"chr f",100000,-4.435305910553687,10.422402203324502,-12.99967617260721
5.061,-24.539,2.026,"chr f",200000,-6.334070434668737,-10.376069566880147,-17.180176157231386
6.011,-24.836,1.342,"chr f",300000,-16.808531480512766,-17.30542012266448,2.527075666039991
5.608,-25.781,0.606,"chr f",400000,-11.720013847850904,-15.428330103833993,15.190120000140467
4.816,-25.204,0.29,"chr f",500000,-5.905418029963458,19.999673144931734,4.336385163433725
4.289,-24.155,0.258,"chr f",600000,-14.910476155955074,-8.746595401983024,-9.256990240823125
4.967,-23.627,0.243,"chr f",700000,9.08613576681281,5.875170367000678,3.012417073503876
5.228,-22.477,-0.317,"chr f",800000,15.006094776825371,-7.972618998743123,6.97171873575568
4.64,-21.607,-0.115,"chr f",900000,1.18632426379666,14.111854460071157,-14.619791690314713
4.536,-21.829,-0.745,"chr f",1000000,-6.699064868471968,5.074450491217185,-14.581849000604414
4.357,-21.134,-1.261,"chr f",1100000,16.142527680001294,-7.965166520440995,-11.058981708091466
4.102,-20.55,-1.6,"chr f",1200000,-2.226783760115552,5.276350471874306,-15.903014172963994
4.597,-20.444,-0.727,"chr f",1300000,-9.408725124163567,4.534123763359126,7.143044572884971
3.881,-20.253,-1.573,"chr f",1400000,-5.827723516154993,11.415279915062118,-5.377457884452554
2.846,-19.906,-1.314,"chr f",1500000,-0.07033574561374678,-7.621201598681658,-18.7858851137694
3.393,-19.209,-0.58,"chr f",1600000,-15.25965068373793,-4.72259260925917,14.636949019484682
3.272,-20.397,-0.607,"chr f",1700000,-6.401287379764877,-9.5366192425635,-7.895275431235778
4.109,-19.687,-1.042,"chr f",1800000,-3.989971966400475,18.378810415542993,-13.213324694904056
3.604,-18.434,-1.106,"chr f",1900000,16.57356157969737,1.4716988318534696,-5.840652850032981
2.456,-17.96,-1.468,"chr f",2000000,0.41627586699434715,15.578775205517623,-13.612539970367493
1.953,-17.798,-0.897,"chr f",2100000,3.9180176400584728,0.980683533034604,12.931723119048641
1.685,-17.208,-0.107,"chr f",2200000,-16.162430908765643,1.5394365055228292,-10.192745314892125
2.645,-17.343,0.175,"chr f",2300000,-14.571133074816164,0.24173800527684364,19.77268108808569
2.04,-18.428,0.392,"chr f",2400000,-6.63899375494195,-15.455538152622141,-17.054316213675605
1.593,-18.569,1.064,"chr f",2500000,19.689591833107322,-5.804218084340125,17.565594832346072
2.164,-19.702,0.62,"chr f",2600000,-13.725205033678263,7.0044491077131,18.504974644262326
2.188,-19.622,1.605,"chr f",2700000,13.25209899280663,-5.50379377587182,-4.995969918301601
1.743,-19.1,2.075,"chr f",2800000,17.812441859709025,18.188236295402604,14.34626290094132
1.43,-19.553,3.108,"chr f",2900000,-6.804510524973741,-18.228092818745402,-1.2230706280642956
0.932,-19.796,3.825,"chr f",3000000,-0.516487049881178,4.477552358449991,-6.28016846877037
0.645,-20.568,3.978,"chr f",3100000,-13.507415719771366,-12.522715264885269,13.27607614270459
0.439,-21.149,3.573,"chr f",3200000,-11.624262390250912,19.624246638433277,14.320672319272958
-0.496,-21.761,4.439,"chr f",3300000,-14.63059092554149,1.784044299082268,-1.3764677075145961
-1.575,-21.338,3.7,"chr f",3400000,-1.5418442409554345,16.500863864442998,16.278815654234883
-1.152,-21.298,2.735,"chr f",3500000,-4.7943427389938265,15.615762912614855,3.8333201167407935
-1.182,-21.788,2.731,"chr f",3600000,-2.383658738103559,12.045605657542183,-5.799637794832734
-2.109,-22.083,2.368,"chr f",3700000,-14.714109319123395,-12.61307875624965,17.089624492514076
-1.771,-21.022,1.825,"chr f",3800000,-6.720972820117366,5.400856634950131,14.470465276974956
-2.207,-20.405,1.971,"chr f",3900000,16.03546007501194,-7.355040755224312,-17.389817951541495
-2.321,-20.462,3.457,"chr f",4000000,-12.804583598894856,-9.55633748383072,-6.357760159065396
-2.056,-20.796,4.73,"chr f",4100000,-18.819868282588786,-9.867730973398743,6.520322842262889
-1.947,-19.932,5.551,"chr f",4200000,11.637133780348815,19.407385073881912,12.01996221613237
-1.057,-20.525,5.686,"chr f",4300000,-10.683186770131151,-8.77983575666605,-0.530840676033538
-1.04,-20.732,4.97,"chr f",4400000,-14.378235527010741,4.37009499690426,13.674013693671462
-0.791,-21.365,4.08,"chr f",4500000,-17.596756309808477,4.337238885846347,9.126721500873913
-0.082,-22.047,4.369,"chr f",4600000,17.408616598499066,15.710736644830959,-5.008802484508514
-1.101,-21.985,4.941,"chr f",4700000,-19.54755111481903,-12.36005812026374,19.23416929261083
-1.403,-22.181,6.003,"chr f",4800000,11.891111987622594,-7.449011435201491,16.382130886051016
-1.66,-22.738,4.936,"chr f",4900000,-5.873958518060306,-8.467862537295687,-2.0817219724617466
-1.42,-23.088,3.721,"chr f",5000000,16.276976453749043,15.231640204299289,9.1086787898573
-0.619,-22.736,3.241,"chr f",5100000,7.289465508177656,1.08840143158476,3.5599230440609233
0.398,-22.961,2.922,"chr f",5200000,-5.183531496801596,-1.2576648954025984,-16.956932285259747
0.147,-24.261,3.463,"chr f",5300000,15.617654948678073,-14.562875464477267,-15.193063963397066
-0.91,-24.095,3.644,"chr f",5400000,-15.208267482188598,6.076699890471609,-11.349141520613939
-0.463,-23.753,4.303,"chr f",5500000,-16.754206329024562,19.574825064822704,6.218051564656971
-0.342,-23.115,5.169,"chr f",5600000,-13.413224018045145,8.517735807059662,17.2982790745941
0.587,-23.465,4.163,"chr f",5700000,-18.044940526508377,-5.589014671823303,-6.15601920973862
0.216,-24.032,2.848,"chr f",5800000,-12.847968705064204,1.0105962141569655,-17.935746816079593
-0.185,-24,1.661,"chr f",5900000,0.4146661967340961,14.414613078297542,-0.015843863306432837
0.563,-23.606,1.06,"chr f",6000000,-5.131986670546915,-18.885669947019665,-9.147718765869666
0.846,-24.035,0.786,"chr f",6100000,13.295421221572653,11.344490554849532,11.19427338697735
1.195,-24.813,0.124,"chr f",6200000,-14.922809317770774,5.462614433935723,-14.675955080583849
0.854,-25.649,-0.03,"chr f",6300000,10.012485397352929,5.451032664033782,5.554324489948591
1.756,-26.069,-0.52,"chr f",6400000,9.095333703487839,-4.523565370082743,-1.8088951326097344
2.029,-25.401,-0.653,"chr f",6500000,-17.149523793989296,-9.650957198833275,1.1874931031558766
2.466,-24.741,0.148,"chr f",6600000,8.634514521472376,1.080775361111563,15.792659014312122
2.086,-25.205,1.17,"chr f",6700000,10.694843692891595,-2.7342975223394994,13.284330077932395
1.182,-24.895,1.001,"chr f",6800000,11.974853195662895,-18.225814944069114,9.619071798883041
0.284,-25.221,1.448,"chr f",6900000,16.590457563572883,11.000006803288223,12.81401446183719
0.294,-24.086,2.173,"chr f",7000000,9.439467460683993,-13.559379265748328,-6.843255704730833
0.852,-25.125,1.967,"chr f",7100000,-14.151584250393476,-14.566620058857854,4.91391615331349
1.81,-25.521,2.684,"chr f",7200000,-17.825228625506565,-19.77540409425422,5.461555683276224
3.175,-25.654,2.712,"chr f",7300000,-16.705851717027617,2.379423160743702,-10.706689640598066
6.036,-25.208,3.246,"chr f",7400000,-0.04117517767693002,14.258254584043087,-18.948468213338636
7.131,-22.804,1.91,"chr f",7500000,-1.6743023462909363,-8.66757751052206,-0.3861689816276517
6.929,-22.388,1.011,"chr f",7600000,1.363275338957525,17.066332089112514,-1.9726304563269181
6.38,-21.412,0.6,"chr f",7700000,-3.8288775039547254,-13.197968965905478,-4.888826502105408
7.415,-21.314,0.991,"chr f",7800000,-18.250956108320025,15.206686487540829,16.82628592685488
6.951,-21.5,1.845,"chr f",7900000,-15.024232615120493,-16.194078108272368,5.038448722373985
6.331,-21.839,2.824,"chr f",8000000,14.440230932593849,18.24939936076089,17.66251319131024
6.216,-21.744,2.292,"chr f",8100000,-12.433616172019173,-19.871664510838542,-11.891979600505639
5.997,-22.002,1.555,"chr f",8200000,-19.384221678576008,16.695178578700315,8.775181785649515
6.217,-22.269,2.577,"chr f",8300000,2.1066412937164003,-9.445976761822008,-11.745374291651313
6.627,-21.733,3.683,"chr f",8400000,-15.61543522878372,-1.2158434617504241,-1.0097744877471762
7.503,-22.444,2.876,"chr f",8500000,-0.4186911896771619,-11.636986377963797,-9.31756279144832
7.796,-22.187,2.015,"chr f",8600000,1.0643480448112363,-8.681831469440123,-19.376425323049386
8.54,-21.596,1.521,"chr f",8700000,-19.796213665433584,18.317235678057877,18.084418063557244
8.767,-22.553,1.757,"chr f",8800000,-15.950831871693282,13.503238761317078,4.262346914722826
9.265,-22.983,3.061,"chr f",8900000,-1.462085412534499,0.6531013078930599,19.491330699627085
10.331,-23.067,3.096,"chr f",9000000,4.50336388738172,-6.776807658081946,8.483684283258107
10.064,-22.712,1.918,"chr f",9100000,-19.392801021374204,0.5330034534736292,1.517099228928469
9.921,-21.459,2.527,"chr f",9200000,-19.694290544373473,-4.747690269835228,10.94942579742466
9.697,-21.301,2.754,"chr f",9300000,-14.535296986615984,9.681942772050128,-3.867667536305106
9.551,-22.544,2.723,"chr f",9400000,18.777028442010796,-3.079563020532106,-14.107164838704133
10.176,-23.628,2.063,"chr f",9500000,-1.796544634050342,-7.977338841295683,-3.143209155393869
9.397,-24.34,2.386,"chr f",9600000,0.2395776254346238,-17.28021085995556,4.745454947141987
8.414,-23.839,1.967,"chr f",9700000,10.9189239747618,-17.66941241859285,-12.735536001768173
8.068,-22.567,2.378,"chr f",9800000,-11.559827872568054,-2.936127492561006,-8.583315226891767
8.034,-23.654,2.587,"chr f",9900000,-12.557725995185368,-7.034223055270715,11.74314687222498
9.159,-23.988,3.016,"chr f",0,-19.835175907934847,15.634833284845378,1.363082782843044
8.755,-23.499,3.828,"chr f",100000,11.695816766990074,-6.044849235258059,18.842490078014237
8.914,-23.815,4.11,"chr f",200000,-6.915267112230445,1.5838526198734613,8.08892742248712
8.514,-24.128,3.886,"chr f",300000,-8.711720647235994,3.0895740961131466,15.175931023822436
7.473,-24.992,3.893,"chr f",400000,-11.010536605744608,9.653175737569107,-19.982694616440455
6.203,-25.088,3.3,"chr f",500000,19.367489921422028,-3.6629709851080072,1.9378125330919929
5.899,-24.133,3.526,"chr f",600000,-15.892922295180014,2.370600966180408,3.6236086463121495
6.184,-24.643,4.64,"chr f",700000,-0.38127389207177487,-14.442383629764395,-5.995739508753664
6.728,-24.816,4.549,"chr f",800000,19.237243518716596,-15.85699499398034,2.995941126229013
7.112,-25.329,5.005,"chr f",900000,12.588870402949468,2.975461138270834,-8.04287926494843
7.582,-24.179,5.801,"chr f",1000000,15.16285646186165,10.873783308569692,-8.728231560449489
7.918,-23.766,5.818,"chr f",1100000,-9.117230493018965,11.20746201848105,9.54276991264161
8.177,-24.917,6.507,"chr f",1200000,0.3200053980329898,8.503199065311055,4.363921561181744
7.95,-25.355,6.232,"chr f",1300000,-8.811115470904994,2.560148347305237,12.35959989158173
7.392,-24.957,6.189,"chr f",1400000,6.182940951017876,-13.19359072747471,-11.827596411487932
8.675,-24.88,5.479,"chr f",1500000,-3.4251929953393265,12.87385901475676,16.58143456358124
8.282,-25.213,5.147,"chr f",1600000,13.346029393544264,9.478735517249646,17.27439541038364
8.765,-24.583,5.238,"chr f",1700000,-8.935945404801316,-11.457085332695925,-19.09253745996085
7.932,-23.852,5.417,"chr f",1800000,-2.355474972020577,-4.93917755409003,-18.25026447254851
7.202,-22.959,4.805,"chr f",1900000,19.371086956057567,8.094113550104613,-2.4995171018518576
6.632,-22.287,3.984,"chr f",2000000,-4.4218270511048985,-14.368019880034133,-18.561851050674356
6.61,-23.579,3.843,"chr f",2100000,-2.7033296203661337,4.054607821196001,-17.496442792544112
6.776,-23.397,3.633,"chr f",2200000,3.174403017167819,-7.23038754644778,12.156239419842045
6.245,-22.509,3.768,"chr f",2300000,-17.664297026314753,19.56714720875769,14.82922375299325
7.608,-21.184,3.084,"chr f",2400000,-18.650956695448716,-6.174084993968233,8.49057328177729
7.882,-20.735,2.458,"chr f",2500000,19.08273573291669,-7.302056670596247,19.409128920488136
7.291,-20.997,2.167,"chr f",2600000,-14.100082713578331,12.244648219567758,-11.910675006424967
6.905,-20.648,3.313,"chr f",2700000,6.20336866278409,-3.655496239194676,-8.002937031977876
6.356,-19.852,2.781,"chr f",2800000,9.402462051566317,-14.66860993347308,3.4273136167592924
6.72,-19.557,2.131,"chr f",2900000,-17.56261347465064,-12.01347018294651,-16.44095737753974
6.452,-19.602,0.73,"chr f",3000000,-19.425581277428297,6.06270553049599,-18.576863367596314
7.422,-19.786,0.052,"chr f",3100000,-12.289057918122687,16.470876424517414,-3.1075118648060425
7.678,-20.117,-0.1,"chr f",3200000,-19.459977673394228,6.893013213222126,-3.0731107097752783
6.772,-19.311,-0.023,"chr f",3300000,14.685649004247225,17.48117485387847,-16.002011210241363
6.775,-18.423,-0.011,"chr f",3400000,-17.413501373704122,-1.0652184065339831,15.467700438760417
5.903,-18.765,-0.446,"chr f",3500000,-15.616500701896747,-4.782521825979163,8.804154915003739
5.119,-18.721,-0.477,"chr f",3600000,12.622556879288965,-8.636265660932679,16.22261167392685
5.016,-19.078,0.441,"chr f",3700000,-15.92860862855899,-18.663502797550954,4.185906666278459
5.021,-19.499,0.397,"chr f",3800000,-1.4966071197049189,12.69990618586558,-8.183738685465777
4.982,-20.031,0.151,"chr f",3900000,-18.158880010419786,18.287457084613877,2.5644391600519114
5.579,-19.974,-0.749,"chr f",4000000,-16.587584439206033,-17.264164993798595,-10.652507797987694
5.448,-19.662,-2.837,"chr f",4100000,5.3494175569268165,16.277481902750118,18.5555047895214
5.234,-19.182,-3.026,"chr f",4200000,-13.376029352510606,-2.371659805175966,17.660243048911312
4.286,-18.858,-2.72,"chr f",4300000,14.212093250392961,0.6749704626954767,2.9288467259175093
4,-18.573,-2.225,"chr f",4400000,6.830278932927698,-6.682045469761185,-12.174267467354966
4.426,-18.179,-2.303,"chr f",4500000,-5.341803010144371,9.26348010165766,3.2601736687702108
3.965,-18.195,-3.713,"chr f",4600000,0.3144500769640999,-2.471979231486351,-1.64617697823698
4.039,-17.769,-3.791,"chr f",4700000,-12.980501739628782,-1.6611305876523872,12.876601661050898
3.953,-19.505,-3.397,"chr f",4800000,-0.45824969783858904,-11.629414461337797,1.6247151034664888
4.598,-20.779,-3.574,"chr f",4900000,2.285804443148578,-19.07384537934171,14.028021088554766
4.591,-21.078,-3.164,"chr f",5000000,-3.1095699482833403,17.82227447746206,1.445765049262878
5.356,-20.497,-3.461,"chr f",5100000,-3.895870161326876,18.20591133193019,9.586147432012893
5.009,-20.176,-2.601,"chr f",5200000,-10.64536080261031,16.65514963389178,8.961686786834694
3.782,-20.01,-2.411,"chr f",5300000,9.64892574786628,1.4387374064035612,16.89471695326381
2.996,-19.253,-3.038,"chr f",5400000,2.398365807059129,-3.8088943048451114,10.770254010631692
2.656,-18.887,-2.976,"chr f",5500000,7.684775761583534,4.9698846601336655,10.48144258845467
1.219,-19.222,-2.985,"chr f",5600000,-10.889587666248675,7.17066718600169,-13.439061065405959
0.358,-18.625,-3.508,"chr f",5700000,19.045255521397173,-12.984088514593246,11.21922401885302
0.812,-18.092,-4.446,"chr f",5800000,-14.374985831808388,-16.992458413107716,11.259445583580124
1.426,-18.812,-3.957,"chr f",5900000,13.40418948722133,17.64961003631535,-9.023348325935427
0.608,-19.068,-4.122,"chr f",6000000,14.159583753257813,-13.21091550086332,6.225913585047188
1.126,-18.264,-3.191,"chr f",6100000,-8.308549487823406,5.811066386961663,4.276917494937763
2.103,-17.734,-3.317,"chr f",6200000,19.678838099827423,7.536474898344807,3.1011074198466346
2.04,-18.497,-2.576,"chr f",6300000,-0.3002199479018941,13.760156899724286,9.560766106732107
2.158,-19.301,-1.347,"chr f",6400000,2.0314338490682076,-14.213397472577448,3.3606423664587517
1.577,-19.549,-0.749,"chr f",6500000,-4.520988251939038,-12.476997515971142,-1.0800022275418186
1.097,-19.417,-1.576,"chr f",6600000,8.682938939523723,12.899355181517564,18.944720036115015
0.964,-20.495,-1.695,"chr f",6700000,-11.426288711499346,-11.352414067991177,9.86519647656175
0.647,-20.161,-1.602,"chr f",6800000,-3.0738742199368083,2.200462022588056,7.906730501111831
0.235,-19.654,-1.062,"chr f",6900000,-18.57815701120466,-9.951200711018746,14.42967612445215
0.702,-20.685,-1.012,"chr f",7000000,-8.84546602340734,-12.702940848181719,-1.3085534406597645
0.49,-21.019,-0.353,"chr f",7100000,7.20602668158574,13.738679326744233,18.30266428487485
-0.369,-24.126,0.405,"chr f",7200000,5.789796880034896,-3.829705108313952,0.5325178701945887
-0.515,-24.268,0.132,"chr f",7300000,3.3180616917794126,-16.510618159000067,11.127083006438557
-0.186,-23.094,-0.578,"chr f",7400000,0.034088873791123575,-17.802162904611897,-11.556564383872212
0.532,-22.69,-0.159,"chr f",7500000,-15.714891523372776,9.40211521795035,-15.79347891696624
0.334,-22.137,-0.273,"chr f",7600000,-19.335141142928954,7.956351093643178,-0.16084495756457073
0.237,-20.743,0.093,"chr f",7700000,17.826908840987585,8.718896487474808,-3.898235769248725
-0.013,-19.635,0.948,"chr f",7800000,-1.980306660378357,2.3083574800533526,-6.298150358537793
0.759,-19.003,1.809,"chr f",7900000,-3.0524038279621735,-4.665874199984383,11.816876274413296
0.954,-18.292,2.63,"chr f",8000000,-16.086367297692394,-19.13554848354153,-17.52972788162873
0.47,-18.095,3.508,"chr f",8100000,15.994203454852453,16.78683438136006,-16.828435741429878
0.442,-18.144,3.035,"chr f",8200000,-11.641047206450615,-16.752571957878054,-9.94462626118834
-0.436,-18.04,2.308,"chr f",8300000,13.571491732608472,2.7485197013872487,3.7299825244847824
-0.333,-18.335,2.082,"chr f",8400000,19.851014598024996,-8.15397622668032,8.217812528763034
-1.551,-17.792,2.006,"chr f",8500000,2.3977445207026165,12.54154093422136,-4.184007791787865
-1.896,-18.175,1.1,"chr f",8600000,11.81813156313364,3.2439267919416928,-18.294468601241487
-1.927,-18.855,1.048,"chr f",8700000,-7.966528318728528,13.714859234115153,7.980944060215105
-1.048,-18.731,1.562,"chr f",8800000,8.109810938540893,8.380686956843924,-17.98022322259811
