"x","y","z","chr","coord","densityVals"
1.751,10.279,-20.255,"chr h",60000000,0.5
1.123,11.124,-19.588,"chr h",60100000,0.35294117647058826
1.463,11.164,-18.957,"chr h",60200000,0.4411764705882353
2.432,10.798,-19.433,"chr h",60300000,0.47058823529411764
2.427,9.839,-20.714,"chr h",60400000,0.5
3.019,9.8,-21.799,"chr h",60500000,0.38235294117647056
3.585,10.828,-21.29,"chr h",60600000,0.4411764705882353
4.216,10.869,-20.708,"chr h",60700000,0.5
4.204,10.268,-18.723,"chr h",60800000,0.47058823529411764
5.507,10.236,-18.622,"chr h",60900000,0.5882352941176471
6.898,10.113,-18.758,"chr h",61000000,0.6470588235294118
8.166,9.695,-19.029,"chr h",61100000,0.5
8.225,8.961,-19.257,"chr h",61200000,0.6176470588235294
7.099,8.858,-19.14,"chr h",61300000,0.5294117647058824
6.701,8.441,-19.53,"chr h",61400000,0.6764705882352942
6.45,8.919,-17.652,"chr h",61500000,0.5
6.23,9.421,-17.127,"chr h",61600000,0.47058823529411764
6.288,9.043,-17.777,"chr h",61700000,0.5
6.207,10.204,-18.144,"chr h",61800000,0.5588235294117647
6.562,10.835,-17.371,"chr h",61900000,0.6176470588235294
7.471,10.593,-18.172,"chr h",62000000,0.47058823529411764
8.058,10.732,-19.258,"chr h",62100000,0.47058823529411764
7.464,11.397,-18.326,"chr h",62200000,0.6176470588235294
7.843,10.953,-17.282,"chr h",62300000,0.6176470588235294
7.687,9.72,-17.654,"chr h",62400000,0.6764705882352942
8.733,10.106,-17.874,"chr h",62500000,0.6764705882352942
9.356,10.827,-17.496,"chr h",62600000,0.5294117647058824
10.347,10.943,-18.004,"chr h",62700000,0.5294117647058824
9.561,11.296,-18.11,"chr h",62800000,0.5
9.099,11.448,-18.695,"chr h",62900000,0.47058823529411764
8.929,10.388,-17.717,"chr h",63000000,0.7647058823529411
8.175,9.579,-17.499,"chr h",63100000,0.7058823529411765
8.698,8.839,-16.709,"chr h",63200000,0.47058823529411764
9.522,8.904,-16.662,"chr h",63300000,0.4117647058823529
9.568,8.745,-17.21,"chr h",63400000,0.4411764705882353
10.403,9.359,-17.304,"chr h",63500000,0.5294117647058824
10.603,9.524,-17.892,"chr h",63600000,0.6176470588235294
9.786,9.216,-18.389,"chr h",63700000,0.6764705882352942
9.853,9.894,-19.322,"chr h",63800000,0.5588235294117647
11.08,9.365,-19.601,"chr h",63900000,0.4411764705882353
10.645,10.395,-19.756,"chr h",64000000,0.29411764705882354
9.511,9.571,-19.852,"chr h",64100000,0.38235294117647056
9.039,9.059,-20.161,"chr h",64200000,0.4117647058823529
9.69,8.113,-19.291,"chr h",64300000,0.6470588235294118
10.295,8.775,-18.75,"chr h",64400000,0.5882352941176471
10.25,8.435,-18.985,"chr h",64500000,0.6176470588235294
9.479,7.392,-19.261,"chr h",64600000,0.5882352941176471
9.653,6.358,-18.662,"chr h",64700000,0.5294117647058824
10.085,6.141,-18.095,"chr h",64800000,0.47058823529411764
10.866,7.146,-18.403,"chr h",64900000,0.5294117647058824
11.494,7.711,-19.111,"chr h",65000000,0.5588235294117647
11.554,7.432,-19.488,"chr h",65100000,0.5294117647058824
11.515,6.909,-18.931,"chr h",65200000,0.5882352941176471
11.525,5.828,-18.966,"chr h",65300000,0.6176470588235294
11.742,4.685,-18.894,"chr h",65400000,0.5294117647058824
12.359,4.399,-19.635,"chr h",65500000,0.5294117647058824
12.479,4.605,-20.76,"chr h",65600000,0.4411764705882353
13.367,4.002,-20.419,"chr h",65700000,0.4117647058823529
12.739,3.407,-19.556,"chr h",65800000,0.5882352941176471
12.787,3.178,-19.368,"chr h",65900000,0.6470588235294118
13.337,3.766,-18.759,"chr h",66000000,0.5588235294117647
13.523,4.582,-18.491,"chr h",66100000,0.5
13.32,5.001,-19.041,"chr h",66200000,0.5882352941176471
13.564,5.63,-19.614,"chr h",66300000,0.5588235294117647
14.094,5.382,-20.715,"chr h",66400000,0.35294117647058826
14.089,4.293,-20.353,"chr h",66500000,0.5588235294117647
14.727,3.77,-19.466,"chr h",66600000,0.5588235294117647
15.111,3.798,-19.828,"chr h",66700000,0.47058823529411764
15.656,3.604,-20.621,"chr h",66800000,0.4411764705882353
16.282,2.792,-20.444,"chr h",66900000,0.5588235294117647
16.067,1.651,-20.258,"chr h",67000000,0.5882352941176471
17.031,1.969,-19.676,"chr h",67100000,0.5882352941176471
17.144,2.038,-19.689,"chr h",67200000,0.5882352941176471
16.986,3.008,-19.088,"chr h",67300000,0.4411764705882353
18.18,1.221,-19.152,"chr h",67400000,0.4117647058823529
18.723,0.51,-19.941,"chr h",67500000,0.17647058823529413
18.842,-0.3,-19.263,"chr h",67600000,0.38235294117647056
18.226,0.746,-18.732,"chr h",67700000,0.47058823529411764
16.967,1.534,-18.504,"chr h",67800000,0.5588235294117647
15.765,2.285,-18.694,"chr h",67900000,0.6176470588235294
15.336,2.468,-18.774,"chr h",68000000,0.6470588235294118
14.209,2.446,-19.166,"chr h",68100000,0.5588235294117647
13.64,1.404,-19.072,"chr h",68200000,0.47058823529411764
13.105,0.814,-18.499,"chr h",68300000,0.3235294117647059
13.619,0.229,-17.692,"chr h",68400000,0.4411764705882353
14.443,0.577,-17.036,"chr h",68500000,0.4411764705882353
14.53,1.342,-17.35,"chr h",68600000,0.4117647058823529
14.076,1.165,-18.517,"chr h",68700000,0.47058823529411764
15.131,0.659,-18.905,"chr h",68800000,0.5588235294117647
16.407,0.536,-19.514,"chr h",68900000,0.5294117647058824
15.707,0.691,-19.563,"chr h",69000000,0.6470588235294118
15.831,0.946,-18.426,"chr h",69100000,0.5
16.593,1.343,-17.935,"chr h",69200000,0.6176470588235294
16.379,0.863,-16.882,"chr h",69300000,0.4411764705882353
17.208,0.355,-16.36,"chr h",69400000,0.29411764705882354
17.624,-0.39,-16.933,"chr h",69500000,0.35294117647058826
17.234,-0.476,-18.235,"chr h",69600000,0.5294117647058824
17.623,0.374,-17.859,"chr h",69700000,0.5294117647058824
16.813,-0.43,-18.4,"chr h",69800000,0.6176470588235294
15.814,-1.013,-18.235,"chr h",69900000,0.4411764705882353
15.771,-0.84,-17.603,"chr h",70000000,0.4117647058823529
16.115,-1.167,-16.971,"chr h",70100000,0.4117647058823529
15.855,-0.375,-16.051,"chr h",70200000,0.38235294117647056
15.303,0.348,-15.32,"chr h",70300000,0.38235294117647056
15.061,0.501,-14.187,"chr h",70400000,0.23529411764705882
14.307,0.066,-13.299,"chr h",70500000,0.2647058823529412
13.514,-0.208,-12.691,"chr h",70600000,0.20588235294117646
12.695,-0.815,-12.895,"chr h",70700000,0.2647058823529412
13.009,-1.642,-13.565,"chr h",70800000,0.4117647058823529
12.572,-2.153,-14.557,"chr h",70900000,0.35294117647058826
13.076,-3.289,-14.672,"chr h",71000000,0.38235294117647056
12.381,-4.187,-14.668,"chr h",71100000,0.35294117647058826
11.33,-3.993,-14.555,"chr h",71200000,0.35294117647058826
10.81,-3.178,-13.977,"chr h",71300000,0.35294117647058826
10.498,-3.556,-12.977,"chr h",71400000,0.20588235294117646
9.56,-3.304,-12.544,"chr h",71500000,0.20588235294117646
8.809,-2.867,-12.98,"chr h",71600000,0.29411764705882354
9.016,-1.854,-13.624,"chr h",71700000,0.3235294117647059
7.985,-1.623,-14.356,"chr h",71800000,0.38235294117647056
7.986,-2.404,-14.515,"chr h",71900000,0.4117647058823529
8.711,-1.976,-15.35,"chr h",72000000,0.2647058823529412
8.536,-2.331,-16.132,"chr h",72100000,0.38235294117647056
7.847,-3.162,-16.158,"chr h",72200000,0.29411764705882354
6.919,-3.092,-15.775,"chr h",72300000,0.35294117647058826
6.919,-2.855,-14.612,"chr h",72400000,0.47058823529411764
6.534,-2.513,-13.897,"chr h",72500000,0.5
5.565,-2.157,-14.349,"chr h",72600000,0.47058823529411764
4.987,-1.54,-14.283,"chr h",72700000,0.38235294117647056
4.253,-0.928,-13.689,"chr h",72800000,0.4117647058823529
3.35,-0.364,-13.455,"chr h",72900000,0.4411764705882353
2.892,0.104,-12.687,"chr h",73000000,0.4411764705882353
2.79,0.674,-11.881,"chr h",73100000,0.4411764705882353
3.618,1.194,-11.326,"chr h",73200000,0.5
2.918,1.901,-10.488,"chr h",73300000,0.4411764705882353
3.094,1.187,-10.118,"chr h",73400000,0.4411764705882353
3.84,0.271,-10.108,"chr h",73500000,0.4411764705882353
4.81,0.897,-10.357,"chr h",73600000,0.5
4.728,0.958,-10.092,"chr h",73700000,0.5
5.177,0.948,-8.913,"chr h",73800000,0.38235294117647056
4.618,1.781,-8.517,"chr h",73900000,0.2647058823529412
4.171,2.045,-9.589,"chr h",74000000,0.4411764705882353
3.343,1.283,-8.722,"chr h",74100000,0.35294117647058826
2.516,0.489,-8.763,"chr h",74200000,0.23529411764705882
2.041,-0.208,-9.449,"chr h",74300000,0.20588235294117646
2.168,-0.525,-10.475,"chr h",74400000,0.23529411764705882
2.826,-1.032,-11.176,"chr h",74500000,0.29411764705882354
2.742,-1.625,-12.253,"chr h",74600000,0.23529411764705882
1.89,-2.208,-11.824,"chr h",74700000,0.35294117647058826
2.776,-2.825,-11.851,"chr h",74800000,0.23529411764705882
3.385,-2.654,-12.886,"chr h",74900000,0.29411764705882354
3.16,-2.032,-13.782,"chr h",75000000,0.2647058823529412
2.904,-3.187,-14.036,"chr h",75100000,0.23529411764705882
2.371,-3.417,-13.266,"chr h",75200000,0.35294117647058826
1.142,-3.307,-13.298,"chr h",75300000,0.29411764705882354
0.776,-3.541,-12.637,"chr h",75400000,0.29411764705882354
0.254,-3.036,-12.179,"chr h",75500000,0.3235294117647059
-0.49,-2.815,-11.426,"chr h",75600000,0.3235294117647059
-0.64,-3.861,-10.986,"chr h",75700000,0.23529411764705882
-0.612,-3.936,-9.933,"chr h",75800000,0.2647058823529412
0.374,-3.597,-10.009,"chr h",75900000,0.4117647058823529
1.402,-3.114,-9.856,"chr h",76000000,0.29411764705882354
1.934,-2.312,-10.068,"chr h",76100000,0.35294117647058826
1.194,-2.088,-10.805,"chr h",76200000,0.38235294117647056
0.107,-1.891,-10.41,"chr h",76300000,0.3235294117647059
-0.457,-1.115,-10.415,"chr h",76400000,0.20588235294117646
-1.237,-1.609,-10.019,"chr h",76500000,0.17647058823529413
-1.381,-2.168,-9.104,"chr h",76600000,0.17647058823529413
-0.526,-2.54,-8.574,"chr h",76700000,0.23529411764705882
0.451,-2.559,-9.012,"chr h",76800000,0.4117647058823529
1.327,-1.968,-8.87,"chr h",76900000,0.38235294117647056
1.449,-1.647,-7.804,"chr h",77000000,0.17647058823529413
1.327,-2.444,-7.026,"chr h",77100000,0.14705882352941177
1.11,-3.453,-7.382,"chr h",77200000,0.20588235294117646
1.12,-3.66,-8.456,"chr h",77300000,0.38235294117647056
1.516,-3.914,-9.228,"chr h",77400000,0.4411764705882353
2.149,-4.192,-10.35,"chr h",77500000,0.29411764705882354
2.849,-4.868,-11.224,"chr h",77600000,0.3235294117647059
3.044,-5.586,-10.503,"chr h",77700000,0.38235294117647056
2.34,-6.43,-10.202,"chr h",77800000,0.4411764705882353
2.809,-7.245,-10.533,"chr h",77900000,0.4411764705882353
2.068,-7.388,-11.092,"chr h",78000000,0.47058823529411764
2.978,-8.086,-11.122,"chr h",78100000,0.47058823529411764
2.95,-7.787,-11.661,"chr h",78200000,0.47058823529411764
1.96,-7.789,-11.577,"chr h",78300000,0.5
1.409,-8.997,-11.44,"chr h",78400000,0.5
1.189,-8.42,-11.531,"chr h",78500000,0.4411764705882353
0.914,-7.272,-12.208,"chr h",78600000,0.47058823529411764
0.94,-6.232,-12.021,"chr h",78700000,0.5294117647058824
1.625,-5.251,-11.885,"chr h",78800000,0.4411764705882353
1.743,-6.018,-11.946,"chr h",78900000,0.47058823529411764
2.287,-6.578,-12.781,"chr h",79000000,0.47058823529411764
2.438,-6.824,-12.435,"chr h",79100000,0.5
2.776,-6.448,-13.412,"chr h",79200000,0.38235294117647056
3.459,-5.988,-13.436,"chr h",79300000,0.38235294117647056
3.534,-5.619,-12.324,"chr h",79400000,0.47058823529411764
3.037,-4.956,-13.13,"chr h",79500000,0.47058823529411764
2.771,-4.839,-13.661,"chr h",79600000,0.4117647058823529
3.319,-4.892,-12.747,"chr h",79700000,0.4117647058823529
4.288,-5.276,-11.91,"chr h",79800000,0.38235294117647056
4.023,-4.081,-12.524,"chr h",79900000,0.35294117647058826
4.831,-4.692,-12.827,"chr h",80000000,0.47058823529411764
5.699,-5.405,-12.875,"chr h",80100000,0.3235294117647059
5.433,-6.3,-13.464,"chr h",80200000,0.20588235294117646
5.065,-6.213,-14.42,"chr h",80300000,0.29411764705882354
5.114,-5.141,-14.165,"chr h",80400000,0.38235294117647056
4.308,-4.522,-14.533,"chr h",80500000,0.35294117647058826
4.564,-4.029,-13.714,"chr h",80600000,0.4117647058823529
5.397,-3.772,-14.063,"chr h",80700000,0.38235294117647056
5.43,-3.371,-14.984,"chr h",80800000,0.4411764705882353
5.968,-3.753,-13.919,"chr h",80900000,0.47058823529411764
6.743,-2.764,-13.103,"chr h",81000000,0.5
6.16,-3.385,-12.273,"chr h",81100000,0.47058823529411764
5.952,-3.823,-11.72,"chr h",81200000,0.47058823529411764
6.348,-3.155,-11.027,"chr h",81300000,0.38235294117647056
6.37,-2.879,-10.467,"chr h",81400000,0.5294117647058824
7.464,-2.989,-10.897,"chr h",81500000,0.35294117647058826
7.561,-2.734,-11.422,"chr h",81600000,0.47058823529411764
6.61,-1.962,-11.404,"chr h",81700000,0.5588235294117647
6.041,-1.358,-12.342,"chr h",81800000,0.5294117647058824
5.159,-1.847,-12.435,"chr h",81900000,0.4411764705882353
4.651,-2.403,-11.62,"chr h",82000000,0.3235294117647059
5.186,-2.209,-10.928,"chr h",82100000,0.4117647058823529
6.128,-1.6,-10.76,"chr h",82200000,0.5
5.977,-1.631,-10.046,"chr h",82300000,0.4117647058823529
6.045,-0.526,-9.893,"chr h",82400000,0.38235294117647056
6.375,0.532,-10.674,"chr h",82500000,0.4117647058823529
6.287,0.174,-10.256,"chr h",82600000,0.4411764705882353
7.293,-1.29,-10.002,"chr h",82700000,0.35294117647058826
7.253,-0.92,-10.875,"chr h",82800000,0.5
8.231,-1.168,-11.127,"chr h",82900000,0.4411764705882353
7.456,-0.754,-11.995,"chr h",83000000,0.38235294117647056
7.407,-1.453,-12.846,"chr h",83100000,0.47058823529411764
7.743,-0.5,-12.969,"chr h",83200000,0.4411764705882353
7.981,-1.028,-12.096,"chr h",83300000,0.4117647058823529
9.078,-1.264,-11.965,"chr h",83400000,0.5
8.896,-0.2,-11.509,"chr h",83500000,0.5882352941176471
9.131,0.606,-12.049,"chr h",83600000,0.5588235294117647
8.862,0.678,-12.825,"chr h",83700000,0.4117647058823529
8.144,0.155,-12.926,"chr h",83800000,0.38235294117647056
8.384,0.367,-13.885,"chr h",83900000,0.4117647058823529
8.625,0.809,-14.527,"chr h",84000000,0.4117647058823529
8.344,1.742,-15.017,"chr h",84100000,0.4411764705882353
9.102,1.536,-15.269,"chr h",84200000,0.4411764705882353
9.921,2.053,-14.621,"chr h",84300000,0.29411764705882354
10.029,1.565,-14.168,"chr h",84400000,0.35294117647058826
11.141,1.542,-14.309,"chr h",84500000,0.29411764705882354
12.182,1.21,-14.122,"chr h",84600000,0.20588235294117646
12.531,0.606,-13.998,"chr h",84700000,0.35294117647058826
13.292,1.297,-14.534,"chr h",84800000,0.23529411764705882
13.89,1.721,-15.512,"chr h",84900000,0.29411764705882354
14.678,2.674,-15.621,"chr h",85000000,0.38235294117647056
14.934,4.047,-15.857,"chr h",85100000,0.4411764705882353
14.731,4.115,-16.454,"chr h",85200000,0.4411764705882353
14.732,3.118,-16.754,"chr h",85300000,0.38235294117647056
15.037,3.77,-17.741,"chr h",85400000,0.4411764705882353
14.742,4.955,-18.091,"chr h",85500000,0.5
15.759,4.535,-19.675,"chr h",85600000,0.47058823529411764
15.701,5.357,-19.819,"chr h",85700000,0.5882352941176471
15.821,4.883,-18.601,"chr h",85800000,0.5
16.405,5.73,-18.334,"chr h",85900000,0.6470588235294118
17.144,5.473,-19.354,"chr h",86000000,0.6176470588235294
16.803,4.854,-20.424,"chr h",86100000,0.4117647058823529
17.066,3.796,-20.405,"chr h",86200000,0.4411764705882353
16.808,4.266,-19.393,"chr h",86300000,0.5882352941176471
17.068,4.675,-18.953,"chr h",86400000,0.5882352941176471
17.326,6.556,-18.071,"chr h",86500000,0.5588235294117647
16.567,7.581,-17.742,"chr h",86600000,0.5588235294117647
16.631,6.858,-17.026,"chr h",86700000,0.4411764705882353
17.66,6.704,-16.871,"chr h",86800000,0.5294117647058824
18.08,6.782,-18.486,"chr h",86900000,0.5
18.635,6.461,-19.375,"chr h",87000000,0.4411764705882353
18.85,5.578,-20.186,"chr h",87100000,0.29411764705882354
18.615,4.171,-19.949,"chr h",87200000,0.4411764705882353
18.63,4.142,-19.801,"chr h",87300000,0.4411764705882353
18.42,4.422,-19.845,"chr h",87400000,0.47058823529411764
17.668,5.118,-19.049,"chr h",87500000,0.6764705882352942
17.779,4.736,-17.942,"chr h",87600000,0.5588235294117647
17.672,4.993,-17.093,"chr h",87700000,0.5882352941176471
17.691,5.203,-17.182,"chr h",87800000,0.5294117647058824
16.483,5.118,-16.901,"chr h",87900000,0.5
16.547,4.714,-16.269,"chr h",88000000,0.4411764705882353
17.74,3.873,-16.101,"chr h",88100000,0.4411764705882353
18.303,2.992,-15.554,"chr h",88200000,0.5294117647058824
18.805,2.16,-16.384,"chr h",88300000,0.4117647058823529
18.771,1.737,-17.008,"chr h",88400000,0.5
19.023,0.629,-16.722,"chr h",88500000,0.5294117647058824
19.227,0.443,-15.917,"chr h",88600000,0.5
20.307,-0.057,-16.265,"chr h",88700000,0.5882352941176471
20.016,-0.956,-16.024,"chr h",88800000,0.47058823529411764
20.749,-0.263,-16.271,"chr h",88900000,0.6470588235294118
20.247,-0.809,-15.151,"chr h",89000000,0.38235294117647056
20.167,-0.558,-14.681,"chr h",89100000,0.4117647058823529
21.154,0.145,-14.823,"chr h",89200000,0.5
21.615,-0.698,-15.106,"chr h",89300000,0.4411764705882353
22.184,-1.035,-16.343,"chr h",89400000,0.4117647058823529
22.498,0.084,-16.275,"chr h",89500000,0.47058823529411764
23.356,-0.416,-15.814,"chr h",89600000,0.2647058823529412
23.341,-0.867,-14.794,"chr h",89700000,0.29411764705882354
22.386,-1.041,-13.99,"chr h",89800000,0.4117647058823529
22.61,-2.072,-13.742,"chr h",89900000,0.4411764705882353
23.046,-2.628,-13.31,"chr h",90000000,0.38235294117647056
22.544,-2.225,-12.258,"chr h",90100000,0.5294117647058824
23.281,-2.192,-11.631,"chr h",90200000,0.5
23.758,-2.659,-11.309,"chr h",90300000,0.4117647058823529
24.096,-2.423,-12.409,"chr h",90400000,0.23529411764705882
24.267,-1.448,-12.82,"chr h",90500000,0.23529411764705882
23.159,-1.028,-12.576,"chr h",90600000,0.4411764705882353
22.166,-1.135,-12.159,"chr h",90700000,0.47058823529411764
22.473,-0.614,-12.416,"chr h",90800000,0.5
21.629,-0.715,-11.78,"chr h",90900000,0.5
21.837,0.317,-12.099,"chr h",91000000,0.6470588235294118
22.505,1.416,-12.412,"chr h",91100000,0.5294117647058824
22.531,1.389,-12.155,"chr h",91200000,0.5588235294117647
21.434,1.085,-11.936,"chr h",91300000,0.6176470588235294
20.835,1.8,-11.248,"chr h",91400000,0.5294117647058824
20.513,1.356,-12.183,"chr h",91500000,0.5294117647058824
20.892,1.364,-13.443,"chr h",91600000,0.5882352941176471
20.722,1.207,-13.592,"chr h",91700000,0.5
20.326,1.241,-12.965,"chr h",91800000,0.5294117647058824
19.916,2.31,-13.057,"chr h",91900000,0.47058823529411764
20.113,3.369,-13.112,"chr h",92000000,0.38235294117647056
20.442,3.112,-13.523,"chr h",92100000,0.5
21.584,2.611,-13.074,"chr h",92200000,0.6470588235294118
21.8,2.343,-13.34,"chr h",92300000,0.6470588235294118
22.777,1.639,-13.435,"chr h",92400000,0.47058823529411764
22.735,0.672,-13.841,"chr h",92500000,0.5
22.168,0.644,-13.595,"chr h",92600000,0.47058823529411764
22.319,2.001,-14.306,"chr h",92700000,0.5
21.774,1.697,-14.992,"chr h",92800000,0.47058823529411764
22.838,1.167,-15.195,"chr h",92900000,0.47058823529411764
24.022,0.889,-14.731,"chr h",93000000,0.38235294117647056
24.789,1.165,-15.513,"chr h",93100000,0.17647058823529413
24.361,2.219,-15.864,"chr h",93200000,0.35294117647058826
23.675,2.241,-15.641,"chr h",93300000,0.4411764705882353
22.543,2.297,-15.844,"chr h",93400000,0.5294117647058824
22.522,2.802,-16.043,"chr h",93500000,0.5294117647058824
23.241,2.918,-16.877,"chr h",93600000,0.38235294117647056
22.61,2.3,-17.594,"chr h",93700000,0.5294117647058824
22.085,1.909,-16.366,"chr h",93800000,0.5588235294117647
20.348,1.686,-14.858,"chr h",93900000,0.4117647058823529
19.475,1.056,-14.233,"chr h",94000000,0.4411764705882353
19.071,1.755,-13.237,"chr h",94100000,0.47058823529411764
18.571,0.971,-12.547,"chr h",94200000,0.5882352941176471
18.554,0.716,-12.453,"chr h",94300000,0.5
18.513,-0.338,-11.808,"chr h",94400000,0.4117647058823529
18.731,-0.9,-11.932,"chr h",94500000,0.38235294117647056
17.583,-0.553,-12.569,"chr h",94600000,0.4411764705882353
16.801,-1.036,-13.046,"chr h",94700000,0.3235294117647059
16.669,0.175,-12.995,"chr h",94800000,0.38235294117647056
17.599,0.514,-13.867,"chr h",94900000,0.5
17.021,0.857,-14.68,"chr h",95000000,0.3235294117647059
16.39,0.158,-14.3,"chr h",95100000,0.35294117647058826
17.19,-0.65,-14.132,"chr h",95200000,0.4117647058823529
18.106,-0.127,-14.275,"chr h",95300000,0.35294117647058826
19.005,-0.637,-13.557,"chr h",95400000,0.47058823529411764
18.866,-0.706,-14.554,"chr h",95500000,0.38235294117647056
18.731,-1.801,-14.182,"chr h",95600000,0.35294117647058826
18.56,-1.917,-14.788,"chr h",95700000,0.38235294117647056
19.683,-1.988,-14.495,"chr h",95800000,0.47058823529411764
20.19,-3.102,-14.042,"chr h",95900000,0.4411764705882353
20.773,-3.744,-14.716,"chr h",96000000,0.5294117647058824
21.29,-4.067,-14.954,"chr h",96100000,0.6176470588235294
21.755,-5.27,-15.049,"chr h",96200000,0.38235294117647056
21.247,-5.979,-14.38,"chr h",96300000,0.38235294117647056
21.771,-6.852,-14.158,"chr h",96400000,0.23529411764705882
22.698,-6.479,-13.759,"chr h",96500000,0.23529411764705882
22.169,-5.613,-13.273,"chr h",96600000,0.4117647058823529
21.847,-4.773,-13.996,"chr h",96700000,0.38235294117647056
20.919,-4.477,-13.739,"chr h",96800000,0.4411764705882353
21.813,-3.839,-13.644,"chr h",96900000,0.5
21.176,-3.11,-13.262,"chr h",97000000,0.5
20.787,-2.242,-13.072,"chr h",97100000,0.38235294117647056
21.009,-2.116,-13.957,"chr h",97200000,0.4411764705882353
21.182,-2.64,-14.848,"chr h",97300000,0.5294117647058824
22.336,-2.557,-15.122,"chr h",97400000,0.5
21.798,-1.882,-15.682,"chr h",97500000,0.38235294117647056
20.854,-2.431,-15.991,"chr h",97600000,0.6176470588235294
20.851,-2.846,-16.195,"chr h",97700000,0.5882352941176471
21.013,-3.769,-16.411,"chr h",97800000,0.5882352941176471
21.17,-3.848,-16.285,"chr h",97900000,0.5882352941176471
21.977,-4.032,-16.21,"chr h",98000000,0.38235294117647056
23.03,-4.23,-15.884,"chr h",98100000,0.23529411764705882
22.732,-3.254,-15.952,"chr h",98200000,0.3235294117647059
22.47,-3.028,-16.918,"chr h",98300000,0.35294117647058826
21.888,-2.71,-17.715,"chr h",98400000,0.38235294117647056
21.693,-1.95,-17.608,"chr h",98500000,0.47058823529411764
21.36,-1.168,-18.633,"chr h",98600000,0.38235294117647056
22.546,-0.812,-18.799,"chr h",98700000,0.2647058823529412
23.002,-1.083,-17.731,"chr h",98800000,0.3235294117647059
22.066,-0.872,-17.554,"chr h",98900000,0.47058823529411764
21.148,-0.37,-17.498,"chr h",99000000,0.7058823529411765
20.393,-1.347,-17.478,"chr h",99100000,0.5
19.507,-0.793,-17.456,"chr h",99200000,0.5294117647058824
19.864,-0.449,-18.045,"chr h",99300000,0.4411764705882353
20.524,-0.182,-18.928,"chr h",99400000,0.35294117647058826
21.116,0.094,-17.871,"chr h",99500000,0.6470588235294118
21.571,0.803,-18.526,"chr h",99600000,0.5588235294117647
22.228,0.601,-18.303,"chr h",99700000,0.5
23.099,0.594,-17.461,"chr h",99800000,0.3235294117647059
22.45,1.446,-17.488,"chr h",99900000,0.5294117647058824
22.246,0.847,-16.832,"chr h",100000000,0.5588235294117647
21.256,1.221,-16.429,"chr h",100100000,0.5294117647058824
20.584,1.461,-17.016,"chr h",100200000,0.6176470588235294
20.407,0.865,-16.667,"chr h",100300000,0.5588235294117647
20.191,1.54,-16.837,"chr h",100400000,0.5882352941176471
19.349,0.962,-17.693,"chr h",100500000,0.5882352941176471
19.514,0.718,-17.768,"chr h",100600000,0.6176470588235294
20.37,0.943,-18.498,"chr h",100700000,0.5294117647058824
21.237,1.68,-18.352,"chr h",100800000,0.5882352941176471
22.543,4.176,-18.168,"chr h",100900000,0.47058823529411764
21.278,5.02,-16.898,"chr h",101000000,0.6176470588235294
22.325,5.129,-17.558,"chr h",101100000,0.4411764705882353
22.516,4.39,-16.83,"chr h",101200000,0.4411764705882353
21.6,3.741,-16.546,"chr h",101300000,0.6470588235294118
21.061,3.037,-17.091,"chr h",101400000,0.5588235294117647
21.336,4.031,-17.909,"chr h",101500000,0.5882352941176471
22.33,3.466,-18.183,"chr h",101600000,0.5
23.18,3.307,-18.949,"chr h",101700000,0.23529411764705882
22.745,2.259,-19.107,"chr h",101800000,0.3235294117647059
21.767,1.986,-19.068,"chr h",101900000,0.47058823529411764
21.698,2.269,-19.542,"chr h",102000000,0.35294117647058826
21.539,2.686,-18.354,"chr h",102100000,0.5294117647058824
21.047,3.323,-18.046,"chr h",102200000,0.5588235294117647
21.226,4.536,-18.165,"chr h",102300000,0.6470588235294118
20.968,5.811,-18.136,"chr h",102400000,0.5882352941176471
20.419,5.92,-18.949,"chr h",102500000,0.4411764705882353
21.906,5.445,-18.859,"chr h",102600000,0.35294117647058826
21.886,4.728,-19.597,"chr h",102700000,0.3235294117647059
21.207,5.149,-20.441,"chr h",102800000,0.17647058823529413
20.393,5.633,-19.765,"chr h",102900000,0.35294117647058826
20.284,4.437,-18.998,"chr h",103000000,0.5588235294117647
19.507,4.532,-18.629,"chr h",103100000,0.6176470588235294
18.69,5.275,-18.16,"chr h",103200000,0.5882352941176471
19.467,4.625,-18.527,"chr h",103300000,0.6176470588235294
19.538,2.518,-17.792,"chr h",103400000,0.5588235294117647
20.277,1.827,-18.715,"chr h",103500000,0.5294117647058824
19.552,2.104,-19.331,"chr h",103600000,0.4117647058823529
19.492,3.182,-19.678,"chr h",103700000,0.38235294117647056
20.508,3.404,-19.592,"chr h",103800000,0.4411764705882353
20.29,2.871,-18.726,"chr h",103900000,0.5588235294117647
19.683,3.197,-17.665,"chr h",104000000,0.5882352941176471
18.741,3.501,-17.294,"chr h",104100000,0.6470588235294118
18.214,3.703,-16.645,"chr h",104200000,0.5294117647058824
17.143,3.555,-16.106,"chr h",104300000,0.5
17.3,2.976,-17.153,"chr h",104400000,0.5588235294117647
16.895,3.487,-18.008,"chr h",104500000,0.5588235294117647
17.128,2.77,-18.01,"chr h",104600000,0.5
18.329,3.292,-18.723,"chr h",104700000,0.6470588235294118
18.171,3.032,-18.602,"chr h",104800000,0.5882352941176471
17.91,2.013,-17.442,"chr h",104900000,0.5882352941176471
16.941,2.225,-16.522,"chr h",105000000,0.5
16.024,2.647,-16.579,"chr h",105100000,0.5
